dataset,fold,params,clf,score_set,lookahead,method,stage_clf_params,stage_loss,fit_time,score_time,test_acc,train_acc,test_bacc,train_bacc,test_roc,train_roc,test_brier,train_brier,test_ent,train_ent,train_wloss,test_wloss,stage,clf_variant
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,0.5848920345306396,0.0065271854400634766,0.6153846153846154,0.8311688311688312,0.5961538461538461,0.8319838056680162,0.5754437869822485,0.8849527665317138,-0.301132651895308,-0.12748362748362746,0.6426163776085974,0.5759813407566176,0.42857142857142855,0.42857142857142855,,
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.3333333333333333,0.5064935064935064,0.5,0.5,0.5,0.5,-0.2522066677910833,-0.24995783437341884,0.9998783322990059,0.9998783322990059,,,0.0,
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.3333333333333333,0.5064935064935064,0.5,0.5,0.5,0.5,-0.2522066677910833,-0.24995783437341884,0.9998783322990059,0.9998783322990059,,,0.0,logreg
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.717948717948718,0.6623376623376623,0.6346153846153846,0.664642375168691,0.6346153846153846,0.664642375168691,-0.2167372477620998,-0.21906093906093904,0.9271450508073165,0.9072767588337999,,,1.0,
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.717948717948718,0.6623376623376623,0.6346153846153846,0.664642375168691,0.6346153846153846,0.664642375168691,-0.21981405256241524,-0.22028568001899593,0.9540467543670206,0.9413057829103084,,,1.0,logreg
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.6410256410256411,0.7402597402597403,0.6153846153846154,0.7408906882591093,0.6153846153846154,0.7516869095816464,-0.24103947190018238,-0.18840146029086116,0.848001747314972,0.8024574612010434,,,2.0,
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.6410256410256411,0.7402597402597403,0.6153846153846154,0.7408906882591093,0.5872781065088758,0.7577597840755735,-0.23576197153514458,-0.19210887051005834,0.9182616409260108,0.8959165820375964,,,2.0,logreg
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.6153846153846154,0.7662337662337663,0.5769230769230769,0.7682186234817814,0.6390532544378698,0.8127530364372468,-0.27929057219268966,-0.16220208772484687,0.7001094041631376,0.7065739011450984,,,3.0,
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.6153846153846154,0.7662337662337663,0.5769230769230769,0.7682186234817814,0.606508875739645,0.809379217273954,-0.24978958263252685,-0.16906002145628624,0.8484614626549609,0.8554169428652179,,,3.0,logreg
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.5384615384615384,0.8051948051948052,0.5384615384615384,0.8053306342780027,0.6065088757396448,0.8549257759784075,-0.3088037780401416,-0.14528813178163824,0.6591719177980379,0.6551800495681951,,,4.0,
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.5384615384615384,0.8051948051948052,0.5384615384615384,0.8053306342780027,0.5665680473372781,0.8532388663967612,-0.268474353725303,-0.1589423339028169,0.8398591330864417,0.8357031625955896,,,4.0,logreg
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.5641025641025641,0.8181818181818182,0.5769230769230769,0.8178137651821862,0.5399408284023668,0.8728070175438597,-0.3235184178456314,-0.13480522825640184,0.5844881839209494,0.6087752969722529,,,5.0,
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.5641025641025641,0.8181818181818182,0.5769230769230769,0.8178137651821862,0.5414201183431953,0.8576248313090419,-0.2729577714671216,-0.15565401393205092,0.8295939803689967,0.8290346351401345,,,5.0,logreg
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.5897435897435898,0.8181818181818182,0.6153846153846154,0.8174763832658569,0.5872781065088757,0.8849527665317138,-0.3160072577028596,-0.12893819143819146,0.5463367373533802,0.5814288940208082,,,6.0,
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.5897435897435898,0.8181818181818182,0.6153846153846154,0.8178137651821862,0.6035502958579881,0.8751686909581646,-0.25836775833232634,-0.15044445758439332,0.8193887796569811,0.8132533042479861,,,6.0,logreg
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.6153846153846154,0.8181818181818182,0.6346153846153846,0.8181511470985154,0.6390532544378698,0.888663967611336,-0.29259376986649716,-0.12426210153482879,0.5612383412925841,0.5504509246380391,,,7.0,
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.6666666666666666,0.8181818181818182,0.6730769230769231,0.8184885290148447,0.6819526627218935,0.8711201079622132,-0.23296433870203415,-0.14556646291741532,0.8085763381106682,0.7934039797249386,,,7.0,logreg
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.6153846153846154,0.8181818181818182,0.6346153846153846,0.8178137651821862,0.6272189349112426,0.8906882591093118,-0.28374272220650204,-0.1274937184028093,0.6311176409697629,0.5603148743484759,,,8.0,
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.6666666666666666,0.8181818181818182,0.6730769230769231,0.8184885290148447,0.67603550295858,0.8761808367071525,-0.23418621656941752,-0.14558939878106633,0.8155487040591952,0.7910390770298015,,,8.0,logreg
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.6153846153846154,0.8311688311688312,0.5961538461538461,0.8319838056680162,0.5754437869822485,0.8849527665317138,-0.301132651895308,-0.12748362748362746,0.6426163776085974,0.5759813407566176,,,9.0,
42900,30,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.6153846153846154,0.8051948051948052,0.6153846153846154,0.8056680161943319,0.6819526627218936,0.8734817813765182,-0.23494090170588378,-0.14609544241940212,0.8127302181381123,0.7880520687102551,,,9.0,logreg
